"health and beauty","skin care","face care","face scrubs"
"health and beauty","skin care","face care","face masks and clays"
"health and beauty","skin care","face care","facial mists"
"health and beauty","skin care","sun care","sun tan and sunscreen"
"health and beauty","skin care","sun care","after sun"
"health and beauty","skin care","sun care","sun burns"
"health and beauty","skin care","body care","moisturisers"
"health and beauty","skin care","body care","body scrubs"
"health and beauty","skin care","body care","loofahs and exfoliating scrubbers"
"health and beauty","skin care","body care","body butter"
"health and beauty","skin care","hand soaps and creams","bar soaps"
"health and beauty","skin care","hand soaps and creams","liquid soap"
"health and beauty","skin care","hand soaps and creams","soap sets"
"health and beauty","skin care","hand soaps and creams","hand moisturisers"
"health and beauty","skin care","feet care","foot creams and balms"
"health and beauty","skin care","feet care","foot scrubs"
"health and beauty","skin care","feet care","other feet accessories"
"health and beauty","aromatherapy, massage and oils","oils and burners","oils"
"health and beauty","aromatherapy, massage and oils","oils and burners","oil burners"
"health and beauty","aromatherapy, massage and oils","other accessories",
"health and beauty","aromatherapy, massage and oils","incense",
"health and beauty","remedies and supplements","hair treatment","hair loss and growth"
"health and beauty","remedies and supplements","hair treatment","hair repair"
"health and beauty","remedies and supplements","cold and flu",
"health and beauty","remedies and supplements","aches and pains",
"health and beauty","remedies and supplements","other remedies",
"health and beauty","remedies and supplements","vitamins",
"health and beauty","remedies and supplements","allergies",
"health and beauty","remedies and supplements","first aid and healing",
"health and beauty","remedies and supplements","healthy sleeping",
"health and beauty","remedies and supplements","bug and insect repellent",
"health and beauty","feminine care","tampons",
"health and beauty","feminine care","pads",
"health and beauty","feminine care","menstrual cups",
"health and beauty","feminine care","pantyliners",
"health and beauty","adult","toys",
"health and beauty","adult","lubricant",
"health and beauty","adult","protection",
"health and beauty","adult","books",
"pets","houses and kennels","houses",
"pets","houses and kennels","kennels",
"pets","scratchers",,
"pets","food and treats",,
"pets","toys",,
"pets","collars and leashes",,
"pets","health and hygiene","vitamins and supplements",
"pets","health and hygiene","grooming",
"pets","health and hygiene","shampoo",
"pets","health and hygiene","cleaning",
"pets","health and hygiene","odour removal",
"pets","health and hygiene","fleas and ticks",
"pets","health and hygiene","other accessories",
"pets","health and hygiene","waste disposal",
"pets","bedding",,
"pets","feeders",,
"pets","carriers",,
"pets","clothing",,
"food and drink","drink","coffee","instant coffee"
"food and drink","drink","coffee","ground coffee"
"food and drink","drink","coffee","coffee beans"
"food and drink","drink","coffee","coffee sets"
"food and drink","drink","coffee","coffee accessories"
"food and drink","drink","juices and soft drinks","juices"
"food and drink","drink","juices and soft drinks","soft drinks"
"food and drink","drink","juices and soft drinks","energy drinks"
"food and drink","drink","juices and soft drinks","health drinks"
"food and drink","drink","juices and soft drinks","other juices and soft drinks"
"food and drink","drink","chocolate drinks",
"food and drink","drink","tea","green tea"
"food and drink","drink","tea","black tea"
"food and drink","drink","tea","herbal tea"
"food and drink","drink","tea","tea sets"
"food and drink","drink","tea","other teas"
"food and drink","drink","tea","tea accessories"
"food and drink","drink","energy and health drinks",
"food and drink","drink","alcohol","other alcohol"
"food and drink","drink","alcohol","wine"
"food and drink","drink","alcohol","beer"
"food and drink","drink","alcohol","spirits"
"food and drink","drink","alcohol","sets"
"food and drink","food","breakfast","health bars"
"food and drink","food","breakfast","granola and cereals"
"food and drink","food","breakfast","pancake and waffle mixes"
"food and drink","food","breakfast","syrups"
"food and drink","food","soups",
"food and drink","food","tinned vegetables and pulses","tinned vegetables"
"food and drink","food","tinned vegetables and pulses","pulses"
"food and drink","food","tinned vegetables and pulses","other tinned foods"
"food and drink","food","pasta,rice and pulses","noodles"
"food and drink","food","pasta,rice and pulses","beans and pulses"
"food and drink","food","pasta,rice and pulses","grains"
"food and drink","food","pasta,rice and pulses","pasta"
"food and drink","food","pasta,rice and pulses","couscous"
"food and drink","food","pasta,rice and pulses","rice"
"food and drink","food","pasta,rice and pulses","other pastas pulses or rice"
"food and drink","food","home baking","other home baking foods"
"food and drink","food","home baking","flour"
"food and drink","food","home baking","baking soda and powder"
"food and drink","food","home baking","flavourings and essences"
"food and drink","food","home baking","sugars"
"food and drink","food","home baking","yeast"
"food and drink","food","home baking","cacao"
"food and drink","food","sweets, cakes and chocolate","sweets"
"food and drink","food","sweets, cakes and chocolate","marshmallows"
"food and drink","food","sweets, cakes and chocolate","truffles"
"food and drink","food","sweets, cakes and chocolate","chocolates"
"food and drink","food","sweets, cakes and chocolate","cookies and biscuits"
"food and drink","food","sweets, cakes and chocolate","cakes"
"food and drink","food","gift sets and hampers","hampers"
"food and drink","food","gift sets and hampers","gift sets"
"food and drink","food","gift sets and hampers","other sweets or chocolates"
"food and drink","food","herbs, spices and seasoning","salt"
"food and drink","food","herbs, spices and seasoning","pepper"
"food and drink","food","herbs, spices and seasoning","marinades"
"food and drink","food","herbs, spices and seasoning","herbs"
"food and drink","food","herbs, spices and seasoning","chillies"
"food and drink","food","herbs, spices and seasoning","mixed seasoning"
"food and drink","food","herbs, spices and seasoning","other herbs and spices"
"food and drink","food","herbs, spices and seasoning","garlic"
"food and drink","food","herbs, spices and seasoning","ginger"
"food and drink","food","herbs, spices and seasoning","spice accessories"
"food and drink","food","chewing gum and mint","chewing gum"
"food and drink","food","chewing gum and mint","mint"
"food and drink","food","snacks","dried fruit and nuts"
"food and drink","food","snacks","snack bars"
"food and drink","food","snacks","fruit sauces"
"food and drink","food","snacks","crisps and crackers"
"food and drink","food","snacks","popcorn"
"food and drink","food","snacks","other snacks"
"food and drink","food","ready meals",
"food and drink","food","condiments","olives"
"food and drink","food","condiments","dressings sauce and toppings"
"food and drink","food","condiments","stock cubes"
"food and drink","food","condiments","vinegar"
"food and drink","food","condiments","purees, ketchup and mustards"
"food and drink","food","condiments","other condiments"
"food and drink","food","jams and preserves","jams"
"food and drink","food","jams and preserves","jellys"
"food and drink","food","jams and preserves","honeys"
"food and drink","food","jams and preserves","marmalade"
"food and drink","food","jams and preserves","other jams and preserves"
"food and drink","food","oils","olive oil"
"food and drink","food","oils","vegetable and sunflower oil"
"food and drink","food","oils","other oils"
"food and drink","food","meat","poultry"
"food and drink","food","meat","fish"
"food and drink","food","meat","pork"
"food and drink","food","meat","beef"
"food and drink","food","meat","other meat"
"food and drink","food","fresh vegetables",
